Audience View,Date,Aggregation,Audience Size
Your total audience,2026-05-10,Monthly,38000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.624,Men's Outfit by Occasions,"{'name': ""Men's Outfit by Occasions"", 'id': '954653184301'}",0.241,1.381
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.624,Men's Shirts and Top,"{'name': ""Men's Shirts and Top"", 'id': '912569390244'}",0.071,0.384
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.624,Men's Accessories,"{'name': ""Men's Accessories"", 'id': '958492379934'}",0.064,1.761
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.624,Men's Shoes,"{'name': ""Men's Shoes"", 'id': '925332366872'}",0.061,1.447
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.624,Men's Coats and Jacket,"{'name': ""Men's Coats and Jacket"", 'id': '945254310457'}",0.036,2.022
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.155,2.863,Real Estate,"{'name': 'Real Estate', 'id': '961375696718'}",0.046,1.319
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.155,2.863,Financial Planning,"{'name': 'Financial Planning', 'id': '922373956527'}",0.018,0.343
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.061,1.167,Children Clothing,"{'name': 'Children Clothing', 'id': '956070689933'}",0.38,1.192
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.061,1.167,Teen Clothing,"{'name': 'Teen Clothing', 'id': '930262486893'}",0.178,0.569
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.061,1.167,Baby Clothing,"{'name': 'Baby Clothing', 'id': '896035134714'}",0.082,0.699

Countries,Percent of audience
Other,0.572
United States,0.115
Brazil,0.065
India,0.059
Russian Federation,0.058
Germany,0.031
France,0.03
Mexico,0.026
Turkey,0.023
Indonesia,0.021

Metros,Percent of audience
Los Angeles,0.071
New York,0.051
"Charleston, SC",0.035
Omaha,0.029
San Francisco-Oak-San Jose,0.027
Seattle-Tacoma,0.024
"Washington, DC (Hagrstwn)",0.021
Chicago,0.017
Phoenix (Prescott),0.017
Dallas-Ft. Worth,0.016

Gender,Percent of audience
Male,0.485
Female,0.442
Unspecified & custom,0.072

Device,Percent of audience
Web,0.519
Android Mobile,0.394
iPhone,0.3
Mobile Web,0.077
iPad,0.073
Android Tablet,0.042

Age,Percent of audience
25-34,0.323
35-44,0.224
18-24,0.142
55-64,0.093
45-49,0.09
50-54,0.072
65+,0.042

