Audience View,Date,Aggregation,Audience Size
Your total audience,2026-04-28,Monthly,15000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Outfit by Occasions,"{'name': ""Men's Outfit by Occasions"", 'id': '954653184301'}",0.255,1.461
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Shoes,"{'name': ""Men's Shoes"", 'id': '925332366872'}",0.067,1.593
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Shirts and Top,"{'name': ""Men's Shirts and Top"", 'id': '912569390244'}",0.067,0.363
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Accessories,"{'name': ""Men's Accessories"", 'id': '958492379934'}",0.062,1.73
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.361,1.658,Men's Coats and Jacket,"{'name': ""Men's Coats and Jacket"", 'id': '945254310457'}",0.036,2.031
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.164,3.025,Real Estate,"{'name': 'Real Estate', 'id': '961375696718'}",0.044,1.263
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.164,3.025,Financial Planning,"{'name': 'Financial Planning', 'id': '922373956527'}",0.017,0.317
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.066,1.257,Children Clothing,"{'name': 'Children Clothing', 'id': '956070689933'}",0.397,1.247
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.066,1.257,Teen Clothing,"{'name': 'Teen Clothing', 'id': '930262486893'}",0.198,0.634
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.066,1.257,Baby Clothing,"{'name': 'Baby Clothing', 'id': '896035134714'}",0.091,0.772

Countries,Percent of audience
Other,0.55
United States,0.127
Brazil,0.072
Russian Federation,0.063
India,0.058
France,0.034
Germany,0.032
Mexico,0.025
Turkey,0.02
Canada,0.019

Metros,Percent of audience
Los Angeles,0.067
New York,0.045
Omaha,0.036
"Charleston, SC",0.029
San Francisco-Oak-San Jose,0.025
Cleveland-Akron (Canton),0.019
Seattle-Tacoma,0.019
"Washington, DC (Hagrstwn)",0.019
Chicago,0.018
Denver,0.017

Gender,Percent of audience
Male,0.506
Female,0.422
Unspecified & custom,0.072

Device,Percent of audience
Web,0.503
Android Mobile,0.405
iPhone,0.288
Mobile Web,0.082
iPad,0.07
Android Tablet,0.043

Age,Percent of audience
25-34,0.304
35-44,0.225
18-24,0.14
55-64,0.1
45-49,0.095
50-54,0.076
65+,0.044

