Audience View,Date,Aggregation,Audience Size
Your total audience,2026-05-30,Monthly,84000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Event,"{'name': 'Wedding Event', 'id': '918730759391'}",0.089,0.593
Wedding,"{'name': 'Wedding', 'id': '903260720461'}",0.354,1.029,Wedding Favors and Gifts,"{'name': 'Wedding Favors and Gifts', 'id': '945051572260'}",0.037,0.857
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Style,"{'name': ""Men's Style"", 'id': '903212673711'}",0.597,1.529
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Outfit by Occasions,"{'name': ""Men's Outfit by Occasions"", 'id': '954653184301'}",0.257,1.478
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Shirts and Top,"{'name': ""Men's Shirts and Top"", 'id': '912569390244'}",0.068,0.372
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Accessories,"{'name': ""Men's Accessories"", 'id': '958492379934'}",0.067,1.85
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Shoes,"{'name': ""Men's Shoes"", 'id': '925332366872'}",0.057,1.364
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.346,1.621,Men's Coats and Jacket,"{'name': ""Men's Coats and Jacket"", 'id': '945254310457'}",0.037,2.096
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.143,2.67,Real Estate,"{'name': 'Real Estate', 'id': '961375696718'}",0.051,1.461
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.143,2.67,Financial Planning,"{'name': 'Financial Planning', 'id': '922373956527'}",0.019,0.362
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.057,1.102,Children Clothing,"{'name': 'Children Clothing', 'id': '956070689933'}",0.353,1.11
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.057,1.102,Teen Clothing,"{'name': 'Teen Clothing', 'id': '930262486893'}",0.208,0.668
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.057,1.102,Baby Clothing,"{'name': 'Baby Clothing', 'id': '896035134714'}",0.069,0.592

Countries,Percent of audience
Other,0.564
United States,0.117
India,0.074
Brazil,0.057
Russian Federation,0.053
Germany,0.034
France,0.028
Mexico,0.027
United Kingdom,0.023
Indonesia,0.022

Metros,Percent of audience
Los Angeles,0.061
New York,0.05
Seattle-Tacoma,0.028
San Francisco-Oak-San Jose,0.027
"Washington, DC (Hagrstwn)",0.025
Chicago,0.022
"Charleston, SC",0.022
Omaha,0.021
Atlanta,0.018
Dallas-Ft. Worth,0.018

Gender,Percent of audience
Male,0.48
Female,0.449
Unspecified & custom,0.071

Device,Percent of audience
Web,0.481
Android Mobile,0.398
iPhone,0.334
iPad,0.084
Mobile Web,0.072
Android Tablet,0.039

Age,Percent of audience
25-34,0.347
35-44,0.212
18-24,0.176
45-49,0.074
55-64,0.072
50-54,0.056
65+,0.038

