"Post #","Board","Post Type","Theme","Title","Description","Alt Text","AI Prompt","In-App Text Hook","Status","Posting Day","Slot","SL Post Time"
"27","Future Living & Off-Grid Tech","Static Image","Trend: Mystic Outlands / Underwater Glass Capsule Cabin","Underwater Glass Capsule Cabin | Mystic Outlands Off-Grid Architecture 2026 | Below The Surface","Save this for your underwater architecture and fever dream cabin board. Mystic Outlands underwater. A glass capsule bedroom module at 5 metres depth in a crystal-clear lake. The surface ripple above. Fish below. Amber bedlight inside. #MysticOutlands #UnderwaterCabin #GlassCapsule #OffGridArchitecture #FutureLiving #FeverDream #UnderWaterDesign","Glass capsule bedroom module at 5m depth in crystal clear lake, warm amber interior glow visible through full glass, water surface ripple visible above, fish visible below glass floor, air bubble trail rising","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. Mystic Outlands aesthetic. A glass capsule bedroom module anchored at 5 metres depth in a crystal-clear lake. Warm amber interior with platform bed and LED reading lamp. The water surface is visible at the top of the frame as a rippled silver mirror with sunlight refracting through. Fish visible below the glass floor. Air bubbles rise in trails upward. Bold text overlay at bottom: ""5 METRES DOWN. OFF-GRID. FULLY PRESSURISED."" No people. 8k.","5 metres down. Off-grid.","Ready","Day 5 - Fri 10 May","Static-3","11:30am"
"28","Smart Pet Wellness","Static Image","Performance / Black Lab Dock Float House Remaster","Black Labrador Dock Float House | Off-Grid Lake Life 2026 | Mirror Lake Pre-Dawn","Save this for your adventure dog and lake life board. A black Labrador at the edge of a floating timber dock at pre-dawn. Mirror-flat lake. Glass float house glowing amber behind. Perfect reflection. Still water. Loyal dog. #BlackLab #DockDog #FloatHouse #LakeLife #OffGridPets #AdventureDog #MirrorLake","Black Labrador sitting at edge of floating timber dock at pre-dawn, modern glass float house glowing amber behind, perfect mirror reflection in still lake, dark blue mountains silhouetted, mist at water level","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. A large glossy black Labrador Retriever sitting perfectly still at the very edge of a floating timber dock, legs hanging over the edge, looking out across the water. Behind the dog, a modern glass-and-black-timber floating cabin glows with warm amber interior light. The entire scene is reflected perfectly in the mirror-flat pre-dawn lake water below. Low mist hangs just above the water surface. No people. 8k, cinematic aquatic pet photography.","Still water. Loyal dog.","Ready","Day 5 - Fri 10 May","Static-4","1:30pm"
"29","Wild Stay | Off-Grid Escapes","Static Image","Trend: Darecations / Via Ferrata Canyon Bivouac Hammock","Via Ferrata Canyon Bivouac Hammock | Darecations Extreme Wild Stay 2026 | Hanging In The Void","Save this for your via ferrata and extreme adventure board. A lightweight bivouac hammock anchored to the canyon wall 200 metres above the canyon floor. EcoFlow River mini clipped to the hammock frame. Coffee brewing. The most earned sleep on earth. #Darecations #ViaFerrata #CanyonBivouac #HammockCamp #ExtremeAdventure #WildStay #CanyonClimbing","Lightweight bivouac hammock anchored to sheer canyon wall 200m above canyon floor, warm orange sleeping bag visible in hammock, EcoFlow River mini clipped to frame, red canyon walls catching last light","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. A lightweight bivouac hammock anchored directly to a sheer red sandstone canyon wall 200 metres above the canyon floor. Warm orange sleeping bag visible inside. An EcoFlow River 2 mini clipped to the hammock structural frame. Canyon walls are vivid burnt-orange-red sandstone, lit by last horizontal evening light. Looking down: the canyon floor visible 200 metres below in deep shadow. Bold text overlay at bottom: ""200M UP. HAMMOCK. COFFEE ON. FULLY CHARGED."" No people. 8k.","200m up. Coffee on.","Ready","Day 5 - Fri 10 May","Trend-Slot","3:30pm"
"30","Future Living & Off-Grid Tech","Idea Pin Video","Performance / Solar Charging Timelapse - Jackery Indicator Fill","Jackery Solar Charge Time-Lapse | Off-Grid Power System Video 2026 | 0% to 100%","Watch the Jackery Explorer go from 0% to 100% on a full off-grid solar day. This is what energy independence actually looks like in real time. #JackeryExplorer #SolarCharging #OffGridPower #EnergyIndependence #SolarEnergy #OffGridLiving #TimeLapse","Time-lapse video of Jackery Explorer 2000 Pro charge indicator filling from 0% to 100% over a full solar day, A-frame cabin deck in background, sun arc visible in time-lapse sky behind","Cinematic 9:16 vertical video, Style A Quiet Luxury. A close-up time-lapse shot on the Jackery Explorer 2000 Pro display panel, the LED charge indicator filling gradually from 0 to 100 over a condensed 30-second video. In the background: the cedar deck of the A-frame glass cabin, the mountain backdrop, the sun arc moving across the sky in time-lapse. When 100% is reached, all LEDs illuminate simultaneously. End card: ""8 hours. 100%. No grid. No bill."" 8k, product time-lapse video, no people.","0% to 100%. No grid.","Ready","Day 5 - Fri 10 May","Video","8:30pm"
"31","Future Living & Off-Grid Tech","Static Image","Trend: Mystic Outlands / Volcano Rim Glass Cabin","Glass Cabin Volcano Rim | Mystic Outlands Off-Grid Architecture 2026 | Living Above The Lava","Save this for your extreme architecture and fever dream cabin board. A glass cabin on the rim of a dormant volcano crater. The crater lake glowing deep green below. Lava rock walls. EcoFlow stack on the basalt terrace. Architecture at the edge of the earth. #MysticOutlands #VolcanoCabin #CraterLake #OffGridArchitecture #FutureLiving #ExtremeArchitecture #FeverDream","Glass cabin on dormant volcano rim, glowing green crater lake visible far below through glass floor, black basalt lava rock terrace, EcoFlow Delta Pro on basalt shelf, dramatic volcanic sky","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. Mystic Outlands aesthetic. A minimal full-glass rectangular cabin sits directly on the rim of a dormant volcanic crater. The cabin is constructed on a black basalt lava rock terrace. Through the glass floor and walls: the crater lake is visible far below - glowing a deep green-blue from volcanic minerals. An EcoFlow Delta Pro x2 stack sits on a flat basalt shelf beside the cabin. Bold text overlay at bottom: ""CRATER LAKE BELOW. OFF-GRID. FULLY CHARGED."" No people. 8k.","Crater below. Off-grid.","Ready","Day 6 - Sat 11 May","Static-1","7:30am"
"32","Smart Pet Wellness","Static Image","Performance / Cat and Dog Infographic - Top 5 Off-Grid Pet Essentials","5 Off-Grid Pet Essentials For Adventure Cats and Dogs | Smart Pet Wellness 2026","Save this for your adventure pet planning board. Heading off-grid with your cat or dog? These are the 5 non-negotiables. The adventure pet checklist that actually works. #SmartPetWellness #AdventureDog #AdventureCat #OffGridPets #PetTravel #PetChecklist #PetEssentials","Infographic-style vertical layout listing 5 essential off-grid pet items with minimalist icons, clean white background, bold sans-serif headers, pet photos in circles at top","Clean infographic 9:16 vertical design, Style B Dynamic Viral. Bold header at top: ""5 OFF-GRID PET ESSENTIALS"" in large black text on white. Below, 5 numbered list items each with a minimalist line icon: 1. Collapsible water bowl plus filter. 2. GPS pet tracker - satellite location. 3. Lightweight insulated pet sleep mat. 4. Dog or cat harness plus safety leash. 5. Portable pet first aid kit. Colour scheme: black and white with amber-gold accent for numbering. Clean, editorial, save-worthy. No person images.","Save this checklist.","Ready","Day 6 - Sat 11 May","Static-2","9:30am"
"33","Future Living & Off-Grid Tech","Static Image","Performance / Top Pin / A-Frame - Autumn Forest Variation","A-Frame Glass Cabin Autumn Forest | Off-Grid Architecture 2026 | Fire Season Gold","Save this for your A-frame cabin and autumn architecture board. The A-frame in autumn. The glass face reflecting a wall of burning gold and red forest behind. Interior amber exactly matching the forest fire outside. #AFrame #AutumnCabin #FallArchitecture #OffGridLiving #FutureLiving #AutumnForest #GlassCabin","A-frame glass cabin in autumn forest, triangular glass face reflecting wall of burning gold and red autumn trees, warm amber interior matching autumn forest palette, Jackery on cedar deck in autumn leaf scatter","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. A classic A-frame glass cabin set among a dense autumn forest. The triangular glass face both reflects the burning gold and red-orange autumn canopy and transmits the warm amber interior glow through. Jackery Explorer 2000 Pro on the cedar deck, autumn leaves scattered on the deck boards. The forest canopy above burns with colour. No people. 8k, cinematic autumn architectural photography.","Forest fire season. Off-grid.","Ready","Day 6 - Sat 11 May","Static-3","11:30am"
"34","Smart Pet Wellness","Static Image","Trend: Wilderkind / Owl Perch Night Portrait Quiet Luxury","Great Horned Owl Night Perch | Wilderkind Wild Animal Aesthetic 2026 | Amber Eyes At Midnight","Save this for your Wilderkind owl and night wildlife board. The Great Horned Owl at midnight. Amber eyes. Silent wings. The full weight of wild intelligence looking directly at you. #Wilderkind #GreatHornedOwl #OwlPhotography #NightWildlife #AnimalAesthetic #WildlifePortrait #NaturePhotography","Great Horned Owl perched on mossy branch at midnight, vivid amber eyes sharp and direct, winter forest background in dark bokeh, cold blue-grey night light, feather texture in extraordinary detail","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. Wilderkind aesthetic. A Great Horned Owl is perched on a thick moss-covered branch at midnight. The amber eyes are vivid, large, and look directly into the camera with absolute calm focus. The ear tufts are erect. Feather detail is extraordinary. The forest behind is dark bokeh: cold blue-grey. A very faint cold blue moonlight falls on the top of the owl head from above. Tight portrait - head and upper breast. No people. 8k, night wildlife portrait photography.","Amber eyes. Midnight.","Ready","Day 6 - Sat 11 May","Static-4","1:30pm"
"35","Wild Stay | Off-Grid Escapes","Static Image","Trend: Darecations / Hot Air Balloon Landing Field Bivouac","Hot Air Balloon Field Bivouac | Darecations Wild Stay 2026 | Land Anywhere Sleep Anywhere","Save this for your hot air balloon and wild adventure board. You land the balloon in a wildflower meadow, anchor it, and sleep under the basket. EcoFlow charged. Stars overhead. #Darecations #HotAirBalloon #BalloonCamp #WildBivouac #WildStay #AdventureTravel #SkyAdventure","Hot air balloon deflated and anchored in wildflower meadow at dusk, lightweight bivouac shelter set up beneath basket, EcoFlow unit on ground charging, wildflower field and purple sky behind","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. A hot air balloon has just landed in a vast wildflower meadow at dusk - the balloon envelope is deflated and spread across the meadow behind. The wicker basket is anchored with pegs. A lightweight bivouac shelter is set up directly beside the basket. An EcoFlow Delta Mini sits beside the shelter charging from a small fold-out solar panel propped against the basket. Bold text overlay at bottom: ""LAND ANYWHERE. SLEEP ANYWHERE. SOLAR CHARGED."" No people. 8k.","Land anywhere. Sleep anywhere.","Ready","Day 6 - Sat 11 May","Trend-Slot","3:30pm"
"36","Future Living & Off-Grid Tech","Idea Pin Video","Trend: Mystic Outlands / Bioluminescent Beach Glass Cabin","Glass Cabin Bioluminescent Beach | Mystic Outlands Off-Grid Architecture Video 2026","Watch the ocean start to glow around the off-grid glass cabin at midnight. Bioluminescent waves. Full glass walls. Warm amber inside. Off-grid power. This should not exist. #MysticOutlands #Bioluminescence #GlassCabin #OffGridBeach #FutureLiving #NightOcean #FeverDream","Cinematic video of minimal glass cabin on bioluminescent beach at midnight, electric blue bioluminescent waves washing up around glass cabin exterior, warm amber interior glow, EcoFlow on beach terrace, stars overhead","Cinematic 9:16 vertical video, Style B Dynamic Viral. Mystic Outlands aesthetic. A minimal full-glass rectangular cabin sits directly on a dark beach at midnight. As the video begins, the glass cabin glows amber against total darkness. Then: a wave breaks on the beach and the wave is electric bioluminescent blue. The bioluminescent light traces the wave edge, flows around the glass cabin base, and fades in the wet sand. Warm amber interior through glass versus electric blue bioluminescent ocean. An EcoFlow Delta Pro on the beach terrace catches the bioluminescent glow. End card: ""The ocean lights itself. You power yourself."" 8k, no people.","The ocean lights itself.","Ready","Day 6 - Sat 11 May","Video","8:30pm"
"37","Future Living & Off-Grid Tech","Static Image","Performance / Top Pin / A-Frame / Winter Minimalist Interior","A-Frame Glass Cabin Winter Interior | Off-Grid Quiet Luxury 2026 | Inside The Glass Triangle","Save this for your cabin interior and quiet luxury board. Inside the A-frame glass cabin in winter. Platform bed facing the mountains. The glass face is the entire view. Off-grid power. Cream linen. Snow outside. Amber inside. #AFrame #CabinInterior #QuietLuxury #OffGridLiving #FutureLiving #SnowCabin #MinimalistInterior","Interior of A-frame glass cabin in winter, looking out through full triangular glass face at snow mountains at dawn, cream linen platform bed in foreground, warm amber lamp light, Jackery Explorer visible on deck through glass","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. Interior shot from inside the A-frame glass cabin in winter, looking directly outward through the full triangular glass face toward the snow mountains at dawn. In the foreground: a cream linen platform bed, low oak bedside table, a single LED reading lamp still on from the night. Through the glass, the snow mountain panorama at dawn: pink-gold peaks, deep blue-purple sky at zenith. The Jackery Explorer 2000 Pro is visible on the cedar deck with green charge LED. Interior is completely hyper-minimal. Material palette: cream, oak, amber light. No people. 8k, cinematic cabin interior architectural photography.","Inside the glass triangle.","Ready","Day 7 - Sun 12 May","Static-1","7:30am"
"38","Smart Pet Wellness","Static Image","Trend: Wilderkind / Wolf Snow Plains Dawn Portrait","Grey Wolf Snow Plains Dawn | Wilderkind Wild Animal Aesthetic 2026 | Pack Leader","Save this for your Wilderkind wolf and wildlife board. The grey wolf at dawn on the snow plains. Yellow eyes. Winter coat at full thickness. Every centimetre of this animal is built for purpose. #Wilderkind #GreyWolf #WolfPhotography #AnimalAesthetic #WinterWildlife #WildlifePortrait #PackLeader","Grey wolf standing on snow plain at dawn, thick winter coat in grey-white, yellow eyes sharp and direct, pink-gold dawn light on wolf from side, infinite snow plain behind in cold blue","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. Wilderkind aesthetic. A large grey wolf stands on a flat snow plain at dawn. The thick winter coat is a complex mix of grey, cream, and dark tipping. Shot from ground level - the wolf at camera height, looking directly at the lens with calm, intense yellow eyes. Pink-gold dawn side-light from the left. The infinite snow plain behind is cold blue-grey. Extraordinary fur texture. No people. 8k, wildlife portrait photography, ground level dawn.","Built for this world.","Ready","Day 7 - Sun 12 May","Static-2","9:30am"
"39","Future Living & Off-Grid Tech","Static Image","Trend: Mystic Outlands / Glass Treehouse Rainforest Canopy","Glass Treehouse Rainforest Canopy | Mystic Outlands Off-Grid Architecture 2026 | Above The Jungle","Save this for your treehouse and rainforest cabin board. Mystic Outlands deep in the rainforest canopy. A glass-and-black-steel treehouse module at 20 metres. The jungle canopy pressing against all four glass walls. EcoFlow solar on the rain-proof deck above. #MysticOutlands #GlassTreehouse #RainforestCabin #OffGridLiving #FutureLiving #JungleCabin #CanopyLife","Glass and black steel treehouse module at 20m height in rainforest canopy, tropical green canopy pressing against all glass walls, warm amber interior visible, EcoFlow solar on deck above, mist in canopy below","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. Mystic Outlands aesthetic. A glass-and-matte-black-steel rectangular treehouse module built into the rainforest canopy at 20 metres height. The green canopy presses against the full glass walls on all sides. The interior is warm amber: a low bed, pendant lamp, a single orchid plant. Above: rain-proof steel deck with EcoFlow solar panels. Below: white mist fills the lower canopy. Bold text overlay at bottom: ""20 METRES UP. OFF-GRID. IN THE CANOPY."" No people. 8k.","20m up. In the canopy.","Ready","Day 7 - Sun 12 May","Static-3","11:30am"
"40","Smart Pet Wellness","Static Image","Performance / Border Collie Mountain Dawn Run","Border Collie Mountain Meadow Dawn Sprint | Adventure Dog Photography 2026 | Free Range","Save this for your Border Collie and mountain dog board. A Border Collie at full sprint across a highland meadow at dawn. The most purposeful animal on four legs, finally running without a destination. #BorderCollie #AdventureDog #MountainDog #DawnRun #DogPhotography #OffGridPets #FreeDog","Border Collie at full sprint across highland meadow at dawn, black and white coat sharp against golden light, mountain ridge behind, wildflowers in foreground, motion blur on grass edges","Hyper-realistic 9:16 vertical photo, Style A Quiet Luxury. A black and white Border Collie runs at full sprint across a highland meadow at dawn. Shot from low ground level. All four paws slightly off ground at near-peak stride. The black and white coat is sharp against the warm golden dawn side-light from the left. Wildflowers in the foreground slightly motion-blurred. A mountain ridge in the background catches the first pink-gold dawn light. No people. 8k, dawn dog athletics photography, ground level.","No destination. Pure run.","Ready","Day 7 - Sun 12 May","Static-4","1:30pm"
"41","Wild Stay | Off-Grid Escapes","Static Image","Trend: Darecations / Rooftop Wild Camp Urban Skyline","Rooftop Urban Wild Camp | Darecations City-Edge Wild Stay 2026 | Sleep Above The City","Save this for your urban adventure and wild stay board. Darecations does not need wilderness. A micro-tent on an urban rooftop with the city skyline spread below. EcoFlow charged from the city solar. The wildest stay in the postcode. #Darecations #RooftopCamp #UrbanWildStay #CityAdventure #MicroTent #UrbanCamping #RooftopLife","Micro tent on urban rooftop at twilight, city skyline spread below at blue hour, EcoFlow River mini beside tent, string lights around tent perimeter, warm orange tent interior glow","Hyper-realistic 9:16 vertical photo, Style B Dynamic Viral. Darecations urban edge aesthetic. A minimal single-person micro-tent - matte black - is pitched on a flat urban rooftop. The tent interior glows warm orange. Around the tent, a string of warm Edison bulb fairy lights. An EcoFlow River 2 mini sits beside the tent, a slim solar panel propped against the rooftop access door. Below the rooftop: a vivid city skyline at blue hour - thousands of lit windows, illuminated tower tops, street light patterns. Bold text overlay at bottom: ""WILD STAY. CITY CENTRE. ROOFTOP CHARGED."" No people. 8k.","Wild stay. City centre.","Ready","Day 7 - Sun 12 May","Trend-Slot","3:30pm"
"42","Future Living & Off-Grid Tech","Idea Pin Video","Trend: Mystic Outlands / Glass Cabin Aurora and Meteor Shower","Glass Cabin Aurora and Meteor Shower | Mystic Outlands Off-Grid Architecture Video 2026","The glass cabin at midnight. The Aurora above. Then a meteor shower begins. You will not see this from the city. Ever. #MysticOutlands #AuroraMeteor #GlassCabin #NightSky #OffGridLiving #FutureLiving #NightVideo","Cinematic video of glass cabin at midnight with Aurora Borealis overhead, then meteor shower begins with streaks of light across the Aurora sky, warm amber interior glow, Jackery LED on deck","Cinematic 9:16 vertical video, Style A Quiet Luxury. Mystic Outlands aesthetic. A full-glass cube cabin in a mountain landscape at midnight. The Aurora Borealis fills the sky in vivid green and violet. The cabin glows warm amber through all four glass faces. Then: the first meteor - a white-blue streak across the Aurora. Then more - a full meteor shower begins. White-blue streaks cut across the green Aurora curtains. The cabin glass faces reflect both the Aurora and meteor streaks. The Jackery LED on the exterior deck is the only manufactured light. End card: ""Some nights you just have to be off-grid."" White sans-serif text, fade in on black. 8k, no people, night sky timelapse.","Some nights. Off-grid.","Ready","Day 7 - Sun 12 May","Video","8:30pm"
