Audience View,Date,Aggregation,Audience Size
Your total audience,2026-05-08,Monthly,35000

Interests
Category,Bulk Sheet Category,Percent of audience,Affinity,Interest,Bulk Sheet Interests,Percent of audience,Affinity
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.621,Men's Outfit by Occasions,"{'name': ""Men's Outfit by Occasions"", 'id': '954653184301'}",0.241,1.382
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.621,Men's Shirts and Top,"{'name': ""Men's Shirts and Top"", 'id': '912569390244'}",0.071,0.384
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.621,Men's Accessories,"{'name': ""Men's Accessories"", 'id': '958492379934'}",0.064,1.763
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.621,Men's Shoes,"{'name': ""Men's Shoes"", 'id': '925332366872'}",0.062,1.468
Men's Fashion,"{'name': ""Men's Fashion"", 'id': '924581335376'}",0.351,1.621,Men's Coats and Jacket,"{'name': ""Men's Coats and Jacket"", 'id': '945254310457'}",0.034,1.961
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.156,2.884,Real Estate,"{'name': 'Real Estate', 'id': '961375696718'}",0.046,1.324
Finance,"{'name': 'Finance', 'id': '913207199297'}",0.156,2.884,Financial Planning,"{'name': 'Financial Planning', 'id': '922373956527'}",0.018,0.338
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.062,1.167,Children Clothing,"{'name': 'Children Clothing', 'id': '956070689933'}",0.383,1.202
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.062,1.167,Teen Clothing,"{'name': 'Teen Clothing', 'id': '930262486893'}",0.179,0.574
Children's Fashion,"{'name': ""Children's Fashion"", 'id': '903733943146'}",0.062,1.167,Baby Clothing,"{'name': 'Baby Clothing', 'id': '896035134714'}",0.082,0.698

Countries,Percent of audience
Other,0.572
United States,0.114
Brazil,0.065
India,0.06
Russian Federation,0.059
Germany,0.031
France,0.03
Mexico,0.026
Turkey,0.023
Indonesia,0.021

Metros,Percent of audience
Los Angeles,0.07
New York,0.051
Omaha,0.032
"Charleston, SC",0.028
San Francisco-Oak-San Jose,0.026
Seattle-Tacoma,0.025
"Washington, DC (Hagrstwn)",0.021
Phoenix (Prescott),0.018
Cleveland-Akron (Canton),0.017
Chicago,0.017

Gender,Percent of audience
Male,0.488
Female,0.44
Unspecified & custom,0.072

Device,Percent of audience
Web,0.527
Android Mobile,0.394
iPhone,0.297
Mobile Web,0.077
iPad,0.072
Android Tablet,0.042

Age,Percent of audience
25-34,0.321
35-44,0.225
18-24,0.14
55-64,0.094
45-49,0.091
50-54,0.072
65+,0.043

